genus	root_og	n_clusters
Neisseria	COG3549	15
Proteus	COG1205	7
Erwinia	32WKJ	3
Proteus	2ZAXQ	6
Yersinia	COG2357	19
Pseudomonas	COG3556	15
Klebsiella	32TX0	21
Erwinia	COG2001	18
Chromobacterium	COG1653	42
Acinetobacter	COG4405	3
Burkholderia	31QZI	12
Salmonella	COG2105	8
Bacillus	COG1574	26
Chromobacterium	2ZAKV	9
Streptococcus	2ZA57	4
Chromobacterium	COG0107	17
Serratia	COG4152	1
Klebsiella	COG2891	20
Clostridioides	COG2155	6
Enterococcus	COG1898	24
Erwinia	COG3683	16
Pseudomonas	COG1940	3
Serratia	COG2967	10
Chromobacterium	32X8U	2
Proteus	COG1585	18
Yersinia	33EWN	8
Helicobacter	COG0470	14
Erwinia	33F94	1
Serratia	COG1834	3
Erwinia	32ZW5	13
Clostridioides	COG2972	19
Erwinia	COG1937	6
Erwinia	COG4582	17
Francisella	COG2899	13
Serratia	COG0546	26
Pseudomonas	2ZEJ1	20
Klebsiella	COG5553	22
Staphylococcus	COG2095	2
Burkholderia	316PX	21
Erwinia	32T6W	10
Yersinia	32S2Z	1
Erwinia	COG0196	19
Clostridioides	COG1830	3
Corynebacterium	COG1251	14
Enterococcus	COG3803	9
Campylobacter	COG0433	20
Erwinia	33BR5	2
Mycobacterium	COG0348	7
Yersinia	COG3187	8
Erwinia	COG0225	22
Salmonella	COG5614	36
Salmonella	2ZBGP	5
Erwinia	COG5285	17
Serratia	31703	4
Acinetobacter	331HM	5
Vibrio	2ZAKV	14
Salmonella	COG3063	8
Corynebacterium	COG3760	1
Erwinia	COG2761	9
Erwinia	33PXY	2
Proteus	COG3034	15
Chromobacterium	COG3185	14
Erwinia	31UJN	2
Pseudomonas	301VJ	2
Chromobacterium	2ZPWH	7
Campylobacter	2Z9WV	1
Campylobacter	COG3173	4
Chromobacterium	COG1699	11
Serratia	2ZISA	4
Pseudomonas	COG4323	16
Burkholderia	2ZM3S	7
Chromobacterium	2Z9A2	11
Erwinia	32FKQ	3
Erwinia	2Z9V5	3
Staphylococcus	COG4575	1
Salmonella	COG1724	16
Enterococcus	COG1886	1
Pseudomonas	COG3931	13
Serratia	COG1387	16
Campylobacter	COG1708	6
Erwinia	COG3979	12
Campylobacter	COG0009	15
Francisella	COG2334	7
Streptococcus	3394E	1
Corynebacterium	32S0I	6
Legionella	2Z9DE	4
Staphylococcus	COG2071	15
Chromobacterium	COG2421	4
Erwinia	COG2421	1
Corynebacterium	COG3905	3
Klebsiella	32BPX	8
Pseudomonas	COG3713	9
Neisseria	COG3128	4
Streptococcus	2Z7JS	1
Acinetobacter	3312N	7
Clostridioides	COG2846	2
Mycobacterium	COG2095	11
Acinetobacter	COG3565	8
Burkholderia	COG2176	67
Burkholderia	COG3694	11
Vibrio	4QBP3	13
Salmonella	COG4735	8
Chromobacterium	32P73	7
Erwinia	32T93	3
Legionella	COG4922	24
Salmonella	COG0685	11
Chromobacterium	2ZDW4	2
Corynebacterium	COG1649	10
Serratia	COG3636	33
Yersinia	COG1589	23
Yersinia	COG3291	19
Campylobacter	COG0591	24
Mycobacterium	COG5615	8
Mycobacterium	32R67	2
Salmonella	COG4991	7
Chromobacterium	32ZK4	2
Neisseria	COG2764	7
Corynebacterium	COG4925	7
Erwinia	COG2931	24
Acinetobacter	32MW2	6
Burkholderia	33AP5	8
Pseudomonas	31JAH	4
Corynebacterium	COG3146	2
Listeria	COG3326	15
Francisella	COG1002	8
Chromobacterium	COG1984	18
Serratia	COG0070	16
Erwinia	COG3541	5
Acinetobacter	33AHZ	14
Enterococcus	COG4898	16
Clostridioides	COG2039	8
Salmonella	COG2128	14
Acinetobacter	COG1293	17
Serratia	COG2192	3
Burkholderia	315W1	6
Salmonella	COG1162	7
Chromobacterium	2ZMEG	3
Chromobacterium	COG1487	4
Erwinia	32YQJ	11
Yersinia	32WCY	3
Listeria	COG3500	1
Proteus	COG3028	14
Legionella	2ZX4F	25
Pseudomonas	32S9B	15
Chromobacterium	COG4688	12
Streptococcus	COG5000	1
Erwinia	COG1862	18
Acinetobacter	3021F	6
Burkholderia	33A4T	4
Erwinia	COG0627	18
Acinetobacter	33I4K	4
Staphylococcus	COG0293	2
Chromobacterium	2Z9WW	12
Acinetobacter	2ZIM4	6
Burkholderia	32TF4	4
Yersinia	COG3470	23
Pseudomonas	31CPF	1
Acinetobacter	COG2002	3
Staphylococcus	COG1035	1
Erwinia	305HJ	4
Klebsiella	COG2370	23
Bacillus	COG5653	10
Yersinia	33FP6	3
Pseudomonas	334UR	6
Klebsiella	COG0615	30
Corynebacterium	COG1495	7
Salmonella	2ZBI4	2
Campylobacter	COG3295	2
Acinetobacter	COG2509	3
Chromobacterium	33GX7	6
Pseudomonas	32V5A	3
Burkholderia	2ZCN0	5
Burkholderia	33M41	13
Burkholderia	31DBZ	28
Clostridioides	COG1893	7
Helicobacter	COG3210	1
Enterococcus	COG3201	13
Yersinia	COG0790	10
Vibrio	33IWX	3
Listeria	COG0699	16
Proteus	COG3148	13
Yersinia	32RBH	4
Acinetobacter	319SZ	2
Legionella	COG3666	6
Streptococcus	COG3835	8
Mycobacterium	COG3603	2
Pseudomonas	33ABY	16
Listeria	COG4803	16
Clostridioides	COG2964	2
Proteus	COG1368	20
Mycobacterium	31BQE	17
Yersinia	30I2A	7
Pseudomonas	2ZADC	7
Clostridioides	COG1135	15
Listeria	COG3428	22
Pseudomonas	32XHF	20
Clostridioides	COG2944	3
Pseudomonas	COG2706	11
Pseudomonas	2ZCDZ	3
Chromobacterium	2Z99I	1
Erwinia	COG3924	17
Salmonella	COG0608	11
Pseudomonas	COG5316	10
Vibrio	COG3966	1
Salmonella	2ZAGZ	6
Pseudomonas	COG1407	2
Francisella	32YT2	2
Pseudomonas	33E8X	2
Erwinia	COG1638	5
Mycobacterium	COG3088	4
Campylobacter	COG1902	11
Salmonella	COG4936	13
Clostridioides	COG0179	18
Neisseria	COG4804	10
Serratia	COG3941	21
Chromobacterium	COG0155	14
Pseudomonas	30DXN	7
Enterococcus	COG2310	6
Serratia	COG1722	12
Acinetobacter	32ZQ1	1
Chromobacterium	COG0775	11
Acinetobacter	COG3151	2
Mycobacterium	COG2520	19
Chromobacterium	COG1509	3
Francisella	COG0758	13
Serratia	COG4333	2
Mycobacterium	2Z7W9	2
Staphylococcus	COG2971	4
Helicobacter	COG0221	13
Pseudomonas	COG4580	1
Enterococcus	COG2519	12
Vibrio	33CA4	17
Burkholderia	33H17	2
Clostridioides	COG0796	10
Pseudomonas	COG3909	18
Mycobacterium	COG1284	3
Salmonella	COG4766	8
Vibrio	32WKD	7
Vibrio	327FW	12
Clostridioides	COG1553	6
Proteus	COG3038	15
Klebsiella	32RHE	1
Serratia	32R2K	5
Serratia	COG4811	11
Mycobacterium	2Z8WJ	4
Yersinia	COG3868	3
Klebsiella	COG0146	10
Erwinia	COG3159	19
Mycobacterium	3325K	1
Neisseria	32Z39	1
Listeria	COG0010	7
Proteus	COG5441	15
Serratia	COG5457	1
Chromobacterium	COG3548	14
Serratia	COG2427	10
Chromobacterium	COG1042	15
Salmonella	COG3056	7
Chromobacterium	COG4127	10
Acinetobacter	32YZ0	10
Burkholderia	COG4632	9
Corynebacterium	2Z924	5
Salmonella	COG0325	9
Proteus	32S82	7
Klebsiella	33F08	1
Campylobacter	COG0679	18
Proteus	COG1539	15
Salmonella	COG4225	19
Erwinia	33UIK	3
Chromobacterium	32YZ2	14
Helicobacter	COG2862	19
Serratia	COG3297	6
Erwinia	COG3943	11
Francisella	COG1778	13
Vibrio	308MT	3
Corynebacterium	COG0639	19
Burkholderia	2Z7HV	12
Acinetobacter	2ZA1D	1
Campylobacter	COG1937	8
Streptococcus	COG1237	3
Yersinia	COG3022	27
Pseudomonas	31Z1Q	13
Klebsiella	COG0799	29
Klebsiella	COG1329	1
Klebsiella	32JMZ	10
Chromobacterium	COG3740	17
Vibrio	COG3831	9
Mycobacterium	COG1630	2
Mycobacterium	2Z81H	9
Salmonella	2ZREC	1
Serratia	COG4126	11
Francisella	2ZCAG	4
Salmonella	COG2968	6
Bacillus	COG3860	14
Neisseria	32I0F	12
Erwinia	COG0645	15
Mycobacterium	30BD1	3
Burkholderia	COG4276	3
Burkholderia	COG3551	22
Pseudomonas	COG5508	1
Vibrio	2ZPQP	1
Enterococcus	2Z844	19
Salmonella	332ZA	2
Salmonella	32XB9	11
Klebsiella	326VT	3
Pseudomonas	COG1938	1
Salmonella	COG1999	13
Proteus	COG2825	14
Erwinia	COG5475	20
Salmonella	32YDD	5
Yersinia	2Z95M	3
Burkholderia	30HPW	4
Serratia	COG2149	8
Yersinia	32W9M	24
Helicobacter	32BPX	7
Serratia	2ZBVY	10
Neisseria	COG3345	2
Listeria	COG5482	4
Chromobacterium	32VYD	8
Enterococcus	COG0820	23
Proteus	COG1493	2
Serratia	COG1597	12
Salmonella	320SA	7
Yersinia	2Z8TA	6
Proteus	32TKG	2
Chromobacterium	32ZEV	5
Erwinia	30I2A	5
Salmonella	COG4748	8
Pseudomonas	2Z8HW	7
Corynebacterium	COG0864	2
Burkholderia	317FJ	4
Listeria	32XBU	3
Erwinia	2Z7IA	16
Serratia	32SAV	10
Klebsiella	COG1193	7
Bacillus	2Z9P9	3
Clostridioides	COG1538	8
Klebsiella	2Z7ND	11
Listeria	COG3465	3
Burkholderia	31VTD	8
Legionella	32WTS	2
Clostridioides	COG3535	12
Burkholderia	30X45	40
Chromobacterium	2Z9M7	1
Erwinia	COG5003	5
Salmonella	COG3945	1
Proteus	32S3N	1
Salmonella	COG4152	8
Neisseria	32T7G	8
Staphylococcus	COG3773	3
Vibrio	32ZXM	14
Campylobacter	COG0275	13
Clostridioides	COG0575	2
Pseudomonas	2ZAT7	1
Helicobacter	2Z7QU	2
Mycobacterium	COG5362	3
Clostridioides	COG1058	8
Salmonella	COG0822	8
Francisella	COG3411	10
Mycobacterium	32VKH	1
Erwinia	32WRD	4
Yersinia	3171D	4
Clostridioides	COG3541	6
Pseudomonas	COG2733	7
Pseudomonas	2Z7SD	2
Erwinia	COG4317	10
Chromobacterium	30BD1	2
Vibrio	2ZSPF	5
Klebsiella	3029C	1
Chromobacterium	COG0829	3
Mycobacterium	COG3420	9
Burkholderia	COG3828	13
Acinetobacter	2Z7YC	13
Erwinia	COG3000	7
Klebsiella	32SB1	9
Serratia	32YT2	18
Burkholderia	32SG1	1
Clostridioides	COG0847	11
Vibrio	32WCY	12
Corynebacterium	COG3039	18
Chromobacterium	32S82	3
Chromobacterium	31U6H	3
Salmonella	COG1819	17
Legionella	COG0401	8
Corynebacterium	2Z8WZ	1
Yersinia	2Z8BM	10
Erwinia	2Z7Z3	9
Proteus	2Z9TD	16
Legionella	COG0561	1
Mycobacterium	COG2984	3
Proteus	COG1699	1
Neisseria	COG1680	12
Proteus	COG0796	13
Bacillus	COG2391	2
Klebsiella	COG3847	8
Pseudomonas	30TRX	2
Helicobacter	COG1579	13
Erwinia	COG3232	5
Pseudomonas	31NUI	1
Acinetobacter	32UYH	1
Francisella	COG5305	10
Erwinia	33S5N	2
Enterococcus	COG3299	6
Acinetobacter	312E7	2
Acinetobacter	COG1321	4
Chromobacterium	COG2258	5
Francisella	COG1564	10
Yersinia	2ZEME	4
Pseudomonas	2ZSUK	4
Enterococcus	COG4737	1
Pseudomonas	30WXZ	3
Pseudomonas	31TMX	1
Chromobacterium	COG5654	12
Proteus	2Z8ZC	16
Clostridioides	COG0661	7
Francisella	COG0617	10
Serratia	COG3271	20
Pseudomonas	COG5483	8
Vibrio	COG2018	3
Staphylococcus	COG5435	1
Klebsiella	3322E	1
Proteus	2Z7QR	18
Staphylococcus	COG4032	5
Yersinia	COG4929	4
Helicobacter	COG0010	12
Proteus	COG5564	13
Pseudomonas	COG3907	11
Staphylococcus	COG4993	3
Proteus	32W9M	1
Francisella	COG1509	10
Enterococcus	COG4111	17
Serratia	COG1509	12
Corynebacterium	COG2855	31
Burkholderia	32S9Q	6
Enterococcus	COG0434	6
Staphylococcus	COG3972	7
Yersinia	32WXP	1
Listeria	COG3886	7
Klebsiella	3493B	9
Corynebacterium	2Z7II	1
Burkholderia	33WMZ	18
Proteus	COG2230	15
Campylobacter	COG1295	13
Salmonella	32YPG	3
Acinetobacter	2ZAIV	6
Listeria	COG2144	16
Campylobacter	COG2721	6
Pseudomonas	34A53	2
Bacillus	COG1553	5
Streptococcus	COG3356	11
Bacillus	COG3568	10
Mycobacterium	2Z8GH	8
Acinetobacter	34AAQ	1
Listeria	COG1487	7
Erwinia	COG3837	8
Pseudomonas	2Z9EH	6
Streptococcus	COG2140	7
Chromobacterium	COG4644	7
Enterococcus	COG2948	2
Helicobacter	COG2257	12
Pseudomonas	COG3019	34
Salmonella	4QC9T	5
Pseudomonas	346CS	5
Serratia	2Z9VP	9
Mycobacterium	2Z9WJ	2
Legionella	COG3518	7
Proteus	COG2985	18
Erwinia	COG1204	10
Legionella	COG1045	6
Francisella	32NM5	1
Helicobacter	COG5410	6
Salmonella	COG0391	10
Listeria	2ZG4Y	2
Bacillus	2Z8AJ	8
Burkholderia	33GRV	2
Neisseria	33E5Q	19
Proteus	COG0464	27
Enterococcus	COG0608	20
Acinetobacter	COG0435	7
Yersinia	30SRQ	1
Serratia	COG1042	17
Chromobacterium	COG3045	13
Burkholderia	30Y3R	4
Pseudomonas	2Z9VP	2
Acinetobacter	COG4960	1
Campylobacter	32W2H	3
Listeria	COG1100	6
Listeria	2Z8GP	2
Burkholderia	318Y8	1
Pseudomonas	31HHW	20
Serratia	COG3382	17
Streptococcus	COG3254	2
Mycobacterium	COG0565	1
Campylobacter	COG1040	23
Mycobacterium	COG3669	16
Acinetobacter	COG2518	18
Legionella	COG4446	8
Burkholderia	34285	2
Salmonella	2Z7JS	2
Acinetobacter	33SHG	1
Klebsiella	2ZQ44	9
Yersinia	COG3700	1
Staphylococcus	COG2214	6
Erwinia	COG4680	13
Campylobacter	COG3325	2
Vibrio	2Z9W9	20
Pseudomonas	3195M	5
Campylobacter	COG4706	6
Staphylococcus	COG1637	33
Mycobacterium	COG4570	6
Enterococcus	COG4541	2
Yersinia	COG4924	5
Acinetobacter	32W93	1
Neisseria	COG4585	8
Francisella	COG2327	2
Yersinia	COG5424	8
Legionella	COG1002	20
Klebsiella	COG4787	8
Burkholderia	32S4A	9
Streptococcus	COG2836	1
Bacillus	COG4273	7
Serratia	COG4244	10
Chromobacterium	COG3448	5
Klebsiella	COG0427	14
Proteus	COG1879	17
Proteus	COG4568	13
Yersinia	COG3576	20
Burkholderia	32U7G	3
Clostridioides	COG4299	14
Yersinia	COG3439	1
Pseudomonas	COG1293	7
Neisseria	COG2391	4
Erwinia	COG1673	3
Bacillus	COG2452	4
Acinetobacter	COG1921	6
Corynebacterium	COG1529	3
Burkholderia	338Q7	2
Klebsiella	31703	9
Proteus	32RN1	1
Enterococcus	COG2200	3
Chromobacterium	32YWN	5
Serratia	COG4786	10
Enterococcus	COG2080	17
Enterococcus	COG2110	7
Serratia	COG3545	1
Pseudomonas	COG3255	14
Vibrio	2ZBSK	13
Erwinia	31PM5	9
Enterococcus	303CN	1
Salmonella	COG3544	10
Corynebacterium	COG1659	2
Burkholderia	33VRG	6
Acinetobacter	3444V	1
Campylobacter	COG0819	1
Chromobacterium	COG5010	2
Yersinia	COG4735	21
Campylobacter	COG0792	15
Vibrio	30WSG	1
Bacillus	COG5620	11
Pseudomonas	COG4520	7
Erwinia	COG3090	5
Burkholderia	33A4Z	5
Francisella	COG4782	9
Acinetobacter	COG1324	6
Campylobacter	COG5281	8
Helicobacter	COG3264	1
Listeria	COG4758	20
Corynebacterium	COG1629	3
Clostridioides	COG0424	9
Pseudomonas	32TFK	1
Salmonella	COG1576	8
Clostridioides	COG1647	8
Proteus	COG3328	16
Serratia	COG4581	7
Neisseria	COG3477	11
Pseudomonas	COG4728	14
Legionella	COG5464	6
Pseudomonas	32FF5	3
Bacillus	COG4564	6
Neisseria	COG0402	3
Clostridioides	COG2891	6
Vibrio	32WPF	3
Vibrio	3154N	10
Enterococcus	COG2001	17
Salmonella	2Z9ZB	3
Mycobacterium	30K4D	3
Clostridioides	COG2192	1
Yersinia	31703	3
Pseudomonas	COG4648	4
Serratia	COG3134	14
Clostridioides	COG2105	14
Streptococcus	COG4253	1
Klebsiella	31VVV	20
Burkholderia	COG2019	6
Proteus	32JMB	12
Serratia	COG1483	3
Yersinia	COG3181	9
Burkholderia	303H9	1
Bacillus	30WSG	4
Chromobacterium	COG0748	15
Erwinia	COG3211	2
Staphylococcus	COG3544	2
Streptococcus	COG1848	20
Campylobacter	2ZB1J	3
Yersinia	2ZA0F	4
Campylobacter	COG2604	44
Neisseria	323TK	1
Mycobacterium	COG3708	3
Pseudomonas	31TRM	2
Vibrio	2Z7SX	4
Vibrio	COG1636	6
Pseudomonas	33I8Y	4
Vibrio	COG4632	10
Yersinia	COG3238	7
Serratia	COG2222	13
Salmonella	COG0792	6
Serratia	COG2947	1
Burkholderia	2ZBYR	6
Enterococcus	COG1657	1
Acinetobacter	COG4175	3
Bacillus	COG2374	5
Proteus	COG4177	1
Proteus	COG1431	1
Pseudomonas	COG3860	12
Chromobacterium	33USF	3
Proteus	COG2232	1
Neisseria	2Z924	6
Acinetobacter	2ZKA4	2
Enterococcus	COG4372	8
Burkholderia	3077T	4
Chromobacterium	COG2956	14
Erwinia	COG3257	3
Corynebacterium	332IR	3
Chromobacterium	COG3236	7
Klebsiella	3077T	12
Klebsiella	COG4990	1
Neisseria	COG1673	7
Serratia	COG3079	10
Burkholderia	COG2270	9
Acinetobacter	COG4547	9
Erwinia	2Z932	17
Pseudomonas	32ZB3	11
Francisella	COG4972	4
Salmonella	COG0348	8
Francisella	COG0121	18
Serratia	COG3189	11
Pseudomonas	COG2062	18
Chromobacterium	2Z9WZ	3
Serratia	COG0835	12
Acinetobacter	30V88	4
Erwinia	COG3485	6
Enterococcus	2Z8AD	13
Listeria	COG3208	2
Neisseria	COG1584	11
Pseudomonas	32I45	2
Legionella	2ZBZT	4
Yersinia	2ZAR4	3
Proteus	2ZBAF	1
Burkholderia	31IMZ	4
Salmonella	COG1556	3
Yersinia	33QTN	6
Burkholderia	COG3059	21
Streptococcus	COG3402	2
Mycobacterium	COG4174	4
Pseudomonas	COG2374	9
Erwinia	COG3657	7
Listeria	2Z7UD	3
Streptococcus	COG3563	1
Erwinia	32YG3	1
Serratia	COG3019	5
Serratia	COG2898	1
Pseudomonas	COG3913	11
Salmonella	COG3892	6
Legionella	COG2327	3
Pseudomonas	30W7C	11
Klebsiella	33PXY	5
Erwinia	COG0577	6
Salmonella	COG3333	15
Klebsiella	COG2313	12
Corynebacterium	COG0017	1
Helicobacter	COG0802	16
Salmonella	COG0435	17
Proteus	333JI	13
Burkholderia	316JW	4
Bacillus	COG5500	1
Vibrio	COG2210	2
Yersinia	COG3449	20
Erwinia	COG4297	12
Staphylococcus	2ZCFS	1
Campylobacter	COG3596	8
Bacillus	COG1716	4
Proteus	COG1020	15
Proteus	COG5483	3
Vibrio	COG3781	5
Bacillus	COG3501	2
Staphylococcus	2ZBJB	10
Erwinia	33EGN	1
Salmonella	COG0615	10
Klebsiella	339XW	1
Burkholderia	COG3410	4
Staphylococcus	COG1579	1
Corynebacterium	2Z7TF	14
Enterococcus	COG4289	14
Burkholderia	2Z9YZ	2
Neisseria	3383V	2
Salmonella	2Z8JG	3
Acinetobacter	32SA5	1
Salmonella	33684	2
Yersinia	33W99	5
Serratia	COG2335	5
Erwinia	COG4984	6
Burkholderia	COG2348	1
Campylobacter	COG0616	10
Salmonella	33KP9	6
Serratia	COG3034	10
Pseudomonas	COG1720	18
Burkholderia	COG4709	9
Erwinia	32Z24	9
Pseudomonas	2Z9CS	4
Francisella	COG0678	10
Clostridioides	2Z9PB	2
Pseudomonas	2Z7TF	6
Serratia	COG0763	11
Chromobacterium	COG4727	8
Legionella	33MAD	3
Serratia	COG1139	1
Mycobacterium	COG1619	3
Vibrio	COG4843	1
Bacillus	COG2906	1
Vibrio	2ZQ5C	14
Staphylococcus	COG2006	1
Salmonella	COG3155	7
Francisella	COG3842	13
Clostridioides	COG0223	11
Pseudomonas	COG2891	28
Burkholderia	331VM	7
Chromobacterium	COG1262	8
Burkholderia	33SNA	1
Pseudomonas	2ZW1U	4
Mycobacterium	325YT	1
Burkholderia	COG5474	7
Serratia	COG3695	11
Clostridioides	COG3039	13
Bacillus	2ZCM4	1
Vibrio	331YB	4
Salmonella	COG0799	9
Mycobacterium	32ZKF	1
Salmonella	2Z9NV	11
Pseudomonas	330VS	7
Klebsiella	COG3919	1
Acinetobacter	COG1922	10
Pseudomonas	COG5471	6
Yersinia	32TCH	7
Clostridioides	COG1587	8
Vibrio	COG4517	5
Neisseria	COG3185	7
Klebsiella	32RFC	1
Clostridioides	COG0297	11
Serratia	COG5571	10
Acinetobacter	COG2866	4
Corynebacterium	COG3254	2
Burkholderia	32GGB	9
Staphylococcus	2Z7ZR	4
Bacillus	2ZG4Y	7
Legionella	2Z9VP	4
Enterococcus	COG4292	14
Klebsiella	33C7A	30
Enterococcus	COG0659	15
Campylobacter	COG0229	12
Helicobacter	33BBV	16
Staphylococcus	COG4104	2
Streptococcus	COG0243	5
Acinetobacter	2ZCGA	1
Clostridioides	COG1092	9
Erwinia	COG2345	6
Serratia	COG2983	11
Bacillus	COG3517	1
Francisella	COG2201	2
Proteus	COG2127	14
Erwinia	COG5652	2
Yersinia	2ZCM4	6
Streptococcus	COG2030	3
Klebsiella	32SU1	19
Klebsiella	339TE	1
Corynebacterium	COG1287	1
Vibrio	30MJE	8
Neisseria	COG1514	1
Mycobacterium	33FT9	1
Salmonella	COG2318	2
Mycobacterium	COG4121	2
Mycobacterium	COG1888	5
Pseudomonas	COG2345	7
Listeria	325YT	1
Pseudomonas	310VA	1
Klebsiella	COG2119	5
Salmonella	COG0434	6
Chromobacterium	COG5006	7
Serratia	COG0694	12
Staphylococcus	COG2177	2
Serratia	COG1986	13
Yersinia	COG4648	7
Erwinia	COG0455	5
Streptococcus	COG2073	24
Yersinia	COG3941	7
Acinetobacter	2ZBTI	4
Chromobacterium	COG3237	6
Enterococcus	31DZQ	1
Salmonella	COG3154	8
Neisseria	COG4103	4
Clostridioides	COG5495	5
Chromobacterium	COG2882	14
Salmonella	COG1607	7
Acinetobacter	COG4412	7
Vibrio	2Z7Q6	3
Salmonella	331AW	3
Burkholderia	3314P	1
Salmonella	31D5W	8
Klebsiella	313I2	1
Vibrio	COG5472	10
Clostridioides	2Z9UX	2
Campylobacter	4QAQE	6
Neisseria	313IZ	4
Yersinia	32UN4	1
Streptococcus	COG0043	5
Enterococcus	COG4386	2
Salmonella	331J8	7
Pseudomonas	COG4870	9
Corynebacterium	COG1470	3
Neisseria	COG5591	3
Staphylococcus	COG3488	1
Erwinia	COG3326	7
Streptococcus	COG2133	9
Proteus	30WMD	2
Klebsiella	30NDB	4
Serratia	COG2020	5
Bacillus	COG2071	10
Salmonella	33357	7
Acinetobacter	COG2718	6
Francisella	COG1179	9
Campylobacter	COG0010	3
Mycobacterium	COG1256	1
Streptococcus	32RNM	1
Pseudomonas	COG5339	8
Enterococcus	32RPY	2
Salmonella	COG2508	2
Enterococcus	COG0714	11
Mycobacterium	COG1584	10
Salmonella	COG1587	9
Corynebacterium	COG3979	1
Legionella	COG0744	2
Chromobacterium	COG2941	14
Neisseria	COG0823	2
Acinetobacter	COG1858	1
Corynebacterium	COG3382	6
Serratia	COG1587	11
Salmonella	32WXI	3
Yersinia	COG0687	30
Campylobacter	COG4675	1
Pseudomonas	33BR5	9
Streptococcus	COG2938	2
Serratia	COG3313	21
Listeria	COG2002	21
Chromobacterium	COG3777	3
Salmonella	32T8Y	7
Proteus	COG0248	31
Pseudomonas	COG5435	7
Yersinia	33E8X	2
Vibrio	2ZGFQ	1
Corynebacterium	COG2013	4
Pseudomonas	3077M	2
Burkholderia	33T53	8
Erwinia	33HD3	3
Vibrio	32ZV5	5
Burkholderia	2ZUTT	6
Mycobacterium	33AS4	1
Staphylococcus	COG3062	2
Burkholderia	COG5094	11
Francisella	COG2137	11
Serratia	330Q4	2
Klebsiella	COG3565	4
Bacillus	COG1237	3
Proteus	COG5434	8
Pseudomonas	COG3892	1
Staphylococcus	COG2321	2
Yersinia	2ZBKK	23
Clostridioides	COG1776	6
Burkholderia	32PIN	6
Serratia	33556	1
Corynebacterium	COG3342	10
Enterococcus	COG4969	6
Chromobacterium	3338V	14
Mycobacterium	COG4283	6
Salmonella	32TX0	7
Vibrio	2Z8Q4	7
Acinetobacter	2Z81N	10
Campylobacter	COG1848	2
Clostridioides	COG3853	19
Pseudomonas	2ZB55	5
Pseudomonas	330NG	2
Vibrio	COG4196	5
Francisella	COG3028	10
Corynebacterium	COG0641	14
Listeria	COG0084	25
Acinetobacter	COG3745	11
Legionella	2Z7YC	10
Vibrio	31PVK	2
Proteus	COG0467	4
Proteus	32ZT8	3
Neisseria	32S82	3
Clostridioides	COG1204	3
Mycobacterium	32YF6	5
Serratia	31F99	10
Listeria	COG3449	8
Yersinia	COG2972	1
Yersinia	arCOG09517	2
Listeria	COG2247	2
Burkholderia	32QZF	10
Salmonella	COG0423	1
Streptococcus	COG3146	3
Chromobacterium	COG1757	7
Proteus	2Z7W7	3
Chromobacterium	313PE	8
Francisella	COG0762	11
Burkholderia	33KH6	8
Vibrio	COG2013	10
Clostridioides	COG1611	4
Salmonella	COG4319	6
Pseudomonas	COG4190	11
Salmonella	2ZFYH	1
Proteus	COG3144	14
Streptococcus	COG1647	3
Erwinia	COG3507	3
Campylobacter	COG2346	10
Erwinia	COG1600	16
Vibrio	2ZVWI	1
Erwinia	COG2980	18
Erwinia	32V75	2
Salmonella	COG4951	2
Yersinia	31TIF	4
Erwinia	32R7F	3
Serratia	COG2766	13
Vibrio	2Z87T	1
Legionella	2ZA8Y	4
Clostridioides	COG1386	6
Neisseria	COG5639	1
Legionella	COG4632	11
Bacillus	2ZA57	6
Neisseria	2ZKFM	4
Salmonella	COG3807	1
Serratia	33J19	4
Staphylococcus	33IWX	1
Campylobacter	COG4032	2
Pseudomonas	COG1956	19
Klebsiella	33API	8
Serratia	332WC	8
Streptococcus	COG0121	3
Klebsiella	32WU3	6
Salmonella	COG5323	5
Erwinia	33QR7	1
Bacillus	3021F	2
Salmonella	32VQ1	2
Vibrio	32ZEV	24
Acinetobacter	2ZUNI	17
Burkholderia	31MTF	4
Burkholderia	COG2364	3
Burkholderia	32Z0W	7
Staphylococcus	COG5305	12
Clostridioides	COG4667	1
Francisella	COG0590	11
Klebsiella	32WRD	10
Listeria	2Z9NV	7
Bacillus	COG4072	4
Serratia	COG3193	13
Clostridioides	COG4231	18
Proteus	COG5001	6
Serratia	31DTX	2
Streptococcus	COG2906	6
Proteus	COG0853	13
Vibrio	30ND0	1
Serratia	COG0653	14
Chromobacterium	32ZWP	7
Acinetobacter	COG0595	8
Corynebacterium	32SV9	6
Salmonella	COG2929	16
Clostridioides	COG0354	1
Streptococcus	COG2732	1
Serratia	2ZW2Q	4
Burkholderia	COG2015	3
Francisella	COG3181	2
Vibrio	338JY	3
Bacillus	COG3519	3
Clostridioides	COG3077	2
Erwinia	2ZWCQ	3
Clostridioides	COG0464	5
Streptococcus	COG2194	3
Francisella	COG3166	7
Yersinia	2Z9ZE	8
Proteus	COG2159	6
Pseudomonas	COG0220	18
Pseudomonas	COG4448	1
Legionella	COG0803	4
Yersinia	COG4588	2
Proteus	COG1720	14
Chromobacterium	3362I	1
Burkholderia	COG4192	16
Pseudomonas	COG4784	17
Vibrio	COG3462	9
Pseudomonas	COG4874	1
Enterococcus	COG3504	2
Bacillus	34A6U	2
Chromobacterium	COG4268	3
Pseudomonas	31G4J	1
